Interval Size;Interval Size;Return Frequency of Peak Duration;Rainfall of Peak Duration;Interval Start Date;Interval Ending on Date
water year = 1957-1958
33;33;3.7680636882129277566539923953;7.870001;4/1/1983;5/4/1983
34;34;3.4258907824664329583180503582;7.87;4/1/1983;5/5/1983
35;35;3.14815;7.89;4/1/1983;5/6/1983
36;36;3.7824524680073126142595978061;8.240001;3/27/1983;5/2/1983
37;37;4.3736449696345039399783935211;8.58;3/26/1983;5/2/1983
38;38;4.3618550462166187313892436622;8.7;3/26/1983;5/3/1983
39;39;4.0598565140845070422535211266;8.709999;3/26/1983;5/4/1983
40;40;3.7391271833676666368116201637;8.709999;3/25/1983;5/4/1983
41;41;3.4776636406045022375448776157;8.73;3/26/1983;5/6/1983
42;42;3.5789448217317487266553480474;8.889999;3/27/1983;5/8/1983
43;43;4.6593970978212266600447482844;9.440001;3/20/1983;5/2/1983
44;44;4.645109452736318407960199005;9.56;3/20/1983;5/3/1983
45;45;4.6065598360655737704918032785;9.670001;3/18/1983;5/2/1983
46;46;4.631494318181818181818181818;9.79;3/18/1983;5/3/1983
47;47;4.4389005180047652579895241494;9.82;3/17/1983;5/3/1983
48;48;4.2022316878980891719745222928;9.830001;3/17/1983;5/4/1983
49;49;4.5615210446081497038242204041;10.09;3/20/1983;5/8/1983
50;50;4.3046813171531629222744009192;10.09;3/20/1983;5/9/1983
51;51;4.586687306501547987616099071;10.32;3/18/1983;5/8/1983
52;52;4.4033805292496838566346394967;10.35;3/17/1983;5/8/1983
53;53;4.1550095250542741923840599146;10.35;3/17/1983;5/9/1983
54;54;3.9111445783132530120481927709;10.35;3/15/1983;5/8/1983
55;55;3.6716462798051040412777043529;10.35;3/17/1983;5/11/1983
56;56;3.4363866056510229637064414797;10.35;3/15/1983;5/10/1983
57;57;3.2052785923753665689149560116;10.35;3/12/1983;5/8/1983
58;58;3.4796540106221239015229695436;10.58;3/5/1983;5/2/1983
59;59;3.5115201729106628242074927953;10.7;3/5/1983;5/3/1983
60;60;3.307142857142857142857142857;10.71;3/5/1983;5/4/1983
water year = 1983-1984
1;1;0;1.86;10/12/1983;10/13/1983
2;2;0;1.92;10/11/1983;10/13/1983
3;3;0;1.92;10/10/1983;10/13/1983
4;4;0;2.34;5/22/1984;5/26/1984
5;5;0;2.35;5/21/1984;5/26/1984
6;6;0;2.71;3/15/1984;3/21/1984
7;7;0;3.07;3/15/1984;3/22/1984
8;8;0;3.1;3/15/1984;3/23/1984
9;9;0;3.12;3/14/1984;3/23/1984
10;10;0;3.45;3/12/1984;3/22/1984
11;11;0;3.48;3/12/1984;3/23/1984
12;12;0;3.49;3/10/1984;3/22/1984
13;13;0;3.52;3/10/1984;3/23/1984
14;14;0;3.54;3/9/1984;3/23/1984
15;15;0;3.59;11/27/1983;12/12/1983
16;16;0;3.62;11/26/1983;12/12/1983
17;17;0;3.68;11/27/1983;12/14/1983
18;18;0;3.86;11/18/1983;12/6/1983
19;19;0;3.89;11/18/1983;12/7/1983
20;20;0;4.27;11/22/1983;12/12/1983
21;21;0;4.39;11/15/1983;12/6/1983
22;22;0;4.68;11/14/1983;12/6/1983
23;23;0;4.710001;11/14/1983;12/7/1983
24;24;0;4.92;11/18/1983;12/12/1983
25;25;0;4.92;11/18/1983;12/13/1983
26;26;0;5.17;11/10/1983;12/6/1983
27;27;0;5.45;11/15/1983;12/12/1983
28;28;0;5.74;11/14/1983;12/12/1983
29;29;0;5.74;11/13/1983;12/12/1983
30;30;0;5.83;11/14/1983;12/14/1983
31;31;0;5.860001;11/14/1983;12/15/1983
32;32;0;6.23;11/10/1983;12/12/1983
33;33;0;6.25;11/9/1983;12/12/1983
34;34;0;6.320001;11/10/1983;12/14/1983
35;35;0;6.35;11/10/1983;12/15/1983
36;36;0;6.39;11/10/1983;12/16/1983
37;37;0;6.410001;11/9/1983;12/16/1983
38;38;0;6.590001;11/14/1983;12/22/1983
39;39;0;6.59;11/14/1983;12/23/1983
40;40;0;6.61;11/14/1983;12/24/1983
41;41;0;6.81;11/1/1983;12/12/1983
42;42;0;7.080001;11/10/1983;12/22/1983
43;43;0;7.1;11/9/1983;12/22/1983
44;44;0;7.1;11/10/1983;12/24/1983
45;45;0;7.12;11/9/1983;12/24/1983
46;46;0;7.219999;3/12/1984;4/27/1984
47;47;0;7.22;3/11/1984;4/27/1984
48;48;0;7.52;11/10/1983;12/28/1983
49;49;0;7.55;11/10/1983;12/29/1983
50;50;0;7.57;11/10/1983;12/30/1983
51;51;0;7.660001;11/1/1983;12/22/1983
52;52;0;7.680001;10/31/1983;12/22/1983
53;53;0;7.68;10/30/1983;12/22/1983
54;54;0;7.7;10/31/1983;12/24/1983
55;55;0;8.280001;10/12/1983;12/6/1983
56;56;0;8.339999;10/11/1983;12/6/1983
57;57;0;8.37;10/11/1983;12/7/1983
58;58;0;8.490001;10/12/1983;12/9/1983
59;59;0;8.550002;10/11/1983;12/9/1983
60;60;0;8.550001;10/10/1983;12/9/1983
water year = 1984-1985
1;1;0;1.8;11/10/1984;11/11/1984
2;2;4.4210526315789473684210526316;3.15;8/13/1985;8/15/1985
3;3;3.4237288135593220338983050845;3.21;8/12/1985;8/15/1985
4;4;2.35;3.21;8/12/1985;8/16/1985
5;5;2.7903209677419354838709677418;3.49;8/13/1985;8/18/1985
6;6;2.1718762939432907136082599871;3.55;8/12/1985;8/18/1985
7;7;1.6153846153846153846153846154;3.55;8/12/1985;8/19/1985
8;8;1.2148765043363564688322829218;3.55;8/10/1985;8/18/1985
9;9;0;3.55;8/11/1985;8/20/1985
10;10;0;3.6;3/26/1985;4/5/1985
11;11;1.1708428246013667425968109339;3.98;3/26/1985;4/6/1985
12;12;0;4.03;3/26/1985;4/7/1985
13;13;1.2297592997811816192560175055;4.28;8/13/1985;8/26/1985
14;14;3.2461538461538461538461538462;5.1;8/13/1985;8/27/1985
15;15;2.9056603773584905660377358491;5.16;8/12/1985;8/27/1985
16;16;2.3555555555555555555555555556;5.16;8/11/1985;8/27/1985
17;17;2.0436363636363636363636363636;5.22;8/13/1985;8/30/1985
18;18;1.8565737051792828685258964143;5.28;8/12/1985;8/30/1985
19;19;1.5772994129158512720156555773;5.28;8/11/1985;8/30/1985
20;20;1.3076923076923076923076923077;5.28;8/11/1985;8/31/1985
21;21;1.1;5.29;8/6/1985;8/27/1985
22;22;1.0111111111111111111111111111;5.36;8/5/1985;8/27/1985
23;23;0;5.39;8/4/1985;8/27/1985
24;24;3.2051835853131749460043196543;6.52;8/13/1985;9/6/1985
25;25;2.9734042553191489361702127661;6.58;8/12/1985;9/6/1985
26;26;2.5597484276729559748427672956;6.58;8/12/1985;9/7/1985
27;27;4.6064049586776859504132231402;7.37;8/13/1985;9/9/1985
28;28;4.395112016293279022403258656;7.44;8/13/1985;9/10/1985
29;29;4.1596385542168674698795180723;7.5;8/12/1985;9/10/1985
30;30;3.782178217821782178217821782;7.51;8/12/1985;9/11/1985
31;31;3.4257808341984041031209930458;7.51;8/11/1985;9/11/1985
32;32;3.0790028901734104046242774566;7.510001;8/10/1985;9/11/1985
33;33;2.7414448669201520912547528516;7.51;8/12/1985;9/14/1985
34;34;2.5534713382069998058163172454;7.56;8/6/1985;9/9/1985
35;35;2.4259277777777777777777777778;7.63;8/5/1985;9/9/1985
36;36;2.3016453382084095063985374771;7.7;8/5/1985;9/10/1985
37;37;2.072205711005675987657050851;7.730001;8/4/1985;9/10/1985
38;38;1.8904757142857142857142857143;7.74;8/4/1985;9/11/1985
39;39;1.7323957746478873239436619718;7.740001;8/3/1985;9/11/1985
40;40;1.6481486111111111111111111111;7.79;7/9/1985;8/18/1985
41;41;1.6894972602739726027397260274;7.93;7/30/1985;9/9/1985
42;42;1.7972972972972972972972972973;8.12;7/4/1985;8/15/1985
43;43;1.9288892385189846919795893061;8.33;7/25/1985;9/6/1985
44;44;1.7807023430293987228930564382;8.33;7/24/1985;9/6/1985
45;45;2.024592622950819672131147541;8.620001;7/13/1985;8/27/1985
46;46;3.1461047077922077922077922077;9.18;7/25/1985;9/9/1985
47;47;3.064304455612682917418271967;9.249999;7/25/1985;9/10/1985
48;48;2.8407643312101910828025477706;9.26;7/25/1985;9/11/1985
49;49;2.929027434607495128143047657;9.400001;7/9/1985;8/27/1985
50;50;2.6874976074274825918376753804;9.4;7/9/1985;8/28/1985
51;51;2.4504643962848297213622291021;9.4;7/9/1985;8/29/1985
52;52;2.4938692343617354947902487505;9.520001;7/9/1985;8/30/1985
53;53;2.6504559640061610801799084044;9.690001;7/5/1985;8/27/1985
54;54;3.278614457831325301204819277;10.07;7/4/1985;8/27/1985
55;55;3.0447792047295628273794642823;10.07;7/4/1985;8/28/1985
56;56;3.2366829067686979984511868686;10.26;7/2/1985;8/27/1985
57;57;3.0073313782991202346041055718;10.26;7/2/1985;8/28/1985
58;58;4.1555280683955476614757601041;10.89;7/13/1985;9/9/1985
59;59;4.0734798270893371757925072045;10.96;7/13/1985;9/10/1985
60;60;3.8642857142857142857142857142;10.97;7/13/1985;9/11/1985
water year = 1985-1986
1;1;1.16;2.14;10/18/1985;10/19/1985
2;2;1.0625;2.39;9/21/1986;9/23/1986
3;3;1.5588235294117647058823529412;2.78;9/22/1986;9/25/1986
4;4;9.351851851851851851851851852;4.21;9/21/1986;9/25/1986
5;5;7.5449056617331366867444989554;4.23;9/21/1986;9/26/1986
6;6;10.975620761438095807200235122;4.78;9/21/1986;9/27/1986
7;7;8.559322033898305084745762712;4.78;9/21/1986;9/28/1986
8;8;13.706559346161909715023055996;5.36;9/21/1986;9/29/1986
9;9;17.048875169595800903834246683;5.76;9/21/1986;9/30/1986
10;10;13.626373626373626373626373624;5.76;9/20/1986;9/30/1986
11;11;10.812567713976164680390032503;5.76;9/19/1986;9/30/1986
12;12;9.065420560747663551401869159;5.76;9/18/1986;9/30/1986
13;13;8.162327718223583460949464012;5.81;9/17/1986;9/30/1986
14;14;6.9126506024096385542168674699;5.81;9/16/1986;9/30/1986
15;15;5.7777777777777777777777777778;5.82;9/15/1986;9/30/1986
16;16;4.8;5.82;9/14/1986;9/30/1986
17;17;4.3709090909090909090909090909;5.86;9/10/1986;9/27/1986
18;18;3.8142857142857142857142857143;5.86;9/9/1986;9/27/1986
19;19;5.6189221140472878998609179416;6.440001;9/10/1986;9/29/1986
20;20;7.2602808219178082191780821918;6.840001;9/10/1986;9/30/1986
21;21;6.2753036437246963562753036437;6.84;9/9/1986;9/30/1986
22;22;5.3191555851063829787234042553;6.840001;9/8/1986;9/30/1986
23;23;4.6940822368421052631578947368;6.840001;9/7/1986;9/30/1986
24;24;4.2419006479481641468682505397;6.84;9/6/1986;9/30/1986
25;25;3.8031914893617021276595744683;6.84;9/5/1986;9/30/1986
26;26;3.3773616352201257861635220126;6.840001;9/4/1986;9/30/1986
27;27;3.5526859504132231404958677684;7.03;9/3/1986;9/30/1986
28;28;3.1425661914460285132382892058;7.03;9/2/1986;9/30/1986
29;29;2.7439789156626506024096385542;7.030001;9/1/1986;9/30/1986
30;30;2.3564356435643564356435643564;7.03;8/31/1986;9/30/1986
31;31;2.0195322074880786249232178484;7.03;8/30/1986;9/30/1986
32;32;1.833334375;7.03;8/29/1986;9/30/1986
33;33;1.6615384615384615384615384615;7.03;8/28/1986;9/30/1986
34;34;1.5101015151515151515151515152;7.04;8/27/1986;9/30/1986
35;35;1.9900507314190021179136088263;7.47;8/25/1986;9/29/1986
36;36;2.767824497257769652650822669;7.87;8/25/1986;9/30/1986
37;37;2.451266740733988507230589142;7.870001;8/24/1986;9/30/1986
38;38;2.1426017313740921337719552335;7.87;8/23/1986;9/30/1986
39;39;2.237676056338028169014084507;8.02;8/22/1986;9/30/1986
40;40;1.9675930555555555555555555556;8.02;8/21/1986;9/30/1986
41;41;1.8127849315068493150684931507;8.02;8/20/1986;9/30/1986
42;42;1.6621621621621621621621621622;8.02;8/19/1986;9/30/1986
43;43;1.5155553540738054317405756541;8.02;8/18/1986;9/30/1986
44;44;1.3991228935827547141509396723;8.04;10/18/1985;12/1/1985
45;45;1.4805207792207792207792207792;8.210001;10/17/1985;12/1/1985
46;46;1.5004292131861476416371435574;8.320001;10/17/1985;12/2/1985
47;47;1.3930688022559613321735690394;8.33;8/14/1986;9/30/1986
48;48;1.6015037593984962406015037594;8.59;10/11/1985;11/28/1985
49;49;1.5945514428370944826979697349;8.680001;10/10/1985;11/28/1985
50;50;1.6122446480634089537106311385;8.79;10/9/1985;11/28/1985
51;51;1.6537530266343825665859564165;8.92;10/11/1985;12/1/1985
52;52;1.6703925260943839163543161829;9.030001;10/11/1985;12/2/1985
53;53;1.6629847466696974432558117509;9.120001;10/10/1985;12/2/1985
54;54;1.6791580796252927400468384075;9.230001;10/9/1985;12/2/1985
55;55;1.6718172478058871837402253823;9.320002;10/8/1985;12/2/1985
56;56;1.5729573823692198742475652225;9.330001;10/7/1985;12/2/1985
57;57;1.4761916099773242630385487528;9.340001;10/9/1985;12/5/1985
58;58;1.4936449258696225324933947394;9.450002;10/9/1985;12/6/1985
59;59;1.4885279974596717336297049644;9.540002;10/8/1985;12/6/1985
60;60;1.4835186813186813186813186813;9.630002;10/3/1985;12/2/1985
water year = 1986-1987
1;1;5.5681818181818181818181818182;2.87;8/21/1987;8/22/1987
2;2;4;3.07;8/20/1987;8/22/1987
3;3;2.7118644067796610169491525423;3.07;8/20/1987;8/23/1987
4;4;2.15;3.17;8/18/1987;8/22/1987
5;5;5.7484995517966755708529515851;4.03;8/21/1987;8/26/1987
6;6;20.487804283165508334745933243;5.3;8/21/1987;8/27/1987
7;7;26.449275362318840579710144928;5.83;8/21/1987;8/28/1987
8;8;25.714285714285714285714285714;6.03;8/20/1987;8/28/1987
9;9;22.293234100287932222581871217;6.07;8/20/1987;8/29/1987
10;10;19.72527472527472527472527472;6.13;8/18/1987;8/28/1987
11;11;17.475622968580715059588299029;6.17;8/18/1987;8/29/1987
12;12;22.179471153846153846153846154;6.639999;8/16/1987;8/28/1987
13;13;19.957834562697576396206533188;6.679999;8/16/1987;8/29/1987
14;14;17.172541580041580041580041584;6.679999;8/16/1987;8/30/1987
15;15;14.615384615384615384615384615;6.69;8/16/1987;8/31/1987
16;16;11.973684210526315789473684210;6.69;8/16/1987;9/1/1987
17;17;10.449565434565434565434565435;6.760001;8/16/1987;9/2/1987
18;18;9.011292372881355932203389830;6.759999;8/16/1987;9/3/1987
19;19;7.8442211404728789986091794159;6.759999;8/16/1987;9/4/1987
20;20;9.999993150684931506849315068;7.239999;8/8/1987;8/28/1987
21;21;9.244257759784075573549257760;7.279999;8/8/1987;8/29/1987
22;22;8.244680851063829787234042553;7.28;8/7/1987;8/29/1987
23;23;7.3394495412844036697247706422;7.29;8/8/1987;8/31/1987
24;24;6.3953423772609819121447028424;7.289999;8/7/1987;8/31/1987
25;25;6.3694203821656050955414012739;7.429999;8/21/1987;9/15/1987
26;26;6.7210992462311557788944723618;7.629999;8/20/1987;9/15/1987
27;27;5.8859975216852540272614622057;7.64;8/20/1987;9/16/1987
28;28;7.7628361858190709046454767726;8.09;7/31/1987;8/28/1987
29;29;7.1170084439083232810615199035;8.13;7/31/1987;8/29/1987
30;30;6.9047559523809523809523809524;8.239999;8/16/1987;9/15/1987
31;31;6.19402686097946659816700563;8.25;8/16/1987;9/16/1987
32;32;6.3724740037441606839800078149;8.41;8/16/1987;9/17/1987
33;33;7.2979157043879907621247113164;8.699999;8/16/1987;9/18/1987
34;34;6.7759178932301015473334964432;8.740001;8/16/1987;9/19/1987
35;35;6.0943356710647715759026869761;8.749999;8/16/1987;9/20/1987
36;36;5.9304932735426008968609865471;8.85;8/16/1987;9/21/1987
37;37;5.2146578198799554995969649126;8.850001;8/15/1987;9/21/1987
38;38;4.7629249223929789598742957879;8.85;8/14/1987;9/21/1987
39;39;4.4559859154929577464788732392;8.86;8/13/1987;9/21/1987
40;40;4.5217351984911317468419592676;9.009999;8/8/1987;9/17/1987
41;41;4.9467370676435289033753465421;9.3;8/8/1987;9/18/1987
42;42;4.7249550084889643463497453308;9.339999;8/8/1987;9/19/1987
43;43;4.4328821871793731716668022927;9.349999;8/8/1987;9/20/1987
44;44;4.3714800995024875621890547264;9.450001;8/8/1987;9/21/1987
45;45;4.0655713114754098360655737703;9.449999;8/7/1987;9/21/1987
46;46;4.3879902597402597402597402595;9.690001;7/31/1987;9/15/1987
47;47;4.1495147925569371159578265022;9.700001;7/31/1987;9/16/1987
48;48;4.273887738853503184713375796;9.860001;7/31/1987;9/17/1987
49;49;4.7034772164287454938773514446;10.15;7/31/1987;9/18/1987
50;50;4.5390557678380441295840712871;10.19;7/31/1987;9/19/1987
51;51;4.3080495356037151702786377707;10.2;7/31/1987;9/20/1987
52;52;4.2883495897613261380202561814;10.3;7/31/1987;9/21/1987
53;53;4.0410280219725942873990408835;10.3;7/31/1987;9/22/1987
54;54;3.7981927710843373493975903613;10.3;7/29/1987;9/21/1987
55;55;3.559705730684471681653018626;10.3;7/31/1987;9/24/1987
56;56;3.4585759055268368487348031031;10.36;7/24/1987;9/18/1987
57;57;3.3152492668621700879765395893;10.4;7/24/1987;9/19/1987
58;58;3.174420565176061558318483484;10.44;7/25/1987;9/21/1987
59;59;3.100857348703170028818443804;10.51;7/24/1987;9/21/1987
60;60;2.9428571428571428571428571428;10.54;7/31/1987;9/29/1987
water year = 1987-1988
1;1;3.4680851063829787234042553188;2.58;7/16/1988;7/17/1988
2;2;1.78125;2.62;7/15/1988;7/17/1988
3;3;1.3823529411764705882352941176;2.72;7/16/1988;7/19/1988
4;4;1.3428571428571428571428571429;2.91;8/14/1988;8/18/1988
5;5;1.4311927868022260509613743828;3.12;8/14/1988;8/19/1988
6;6;4.2343730712920761061310841698;3.99;7/16/1988;7/22/1988
7;7;6.5254237288135593220338983051;4.54;7/16/1988;7/23/1988
8;8;5.277775;4.58;7/15/1988;7/23/1988
9;9;4.8571402040854227351103784133;4.7;7/16/1988;7/25/1988
10;10;7.3387096774193548387096774194;5.21;7/16/1988;7/26/1988
11;11;6.3549920760697305863708399366;5.25;7/15/1988;7/26/1988
12;12;5.9501557632398753894080996885;5.36;7/16/1988;7/28/1988
13;13;5.0229785604900459418070444104;5.400001;7/15/1988;7/28/1988
14;14;4.4;5.4;7/14/1988;7/28/1988
15;15;4.9811320754716981132075471698;5.71;7/16/1988;7/31/1988
16;16;4.5407407407407407407407407407;5.75;7/15/1988;7/31/1988
17;17;3.9709090909090909090909090909;5.75;7/14/1988;7/31/1988
18;18;3.8857142857142857142857142857;5.88;8/5/1988;8/23/1988
19;19;3.3473684210526315789473684211;5.88;8/5/1988;8/24/1988
20;20;2.8275862068965517241379310345;5.88;8/4/1988;8/24/1988
21;21;7.1524966261808367071524966262;6.97;7/16/1988;8/6/1988
22;22;6.4494680851063829787234042553;7.01;7/15/1988;8/6/1988
23;23;5.5045871559633027522935779817;7.01;7/14/1988;8/6/1988
24;24;4.8574514038876889848812095029;7.03;7/16/1988;8/9/1988
25;25;4.5372340425531914893617021279;7.07;7/15/1988;8/9/1988
26;26;8.165829145728643216080402010;7.86;7/16/1988;8/11/1988
27;27;7.4969021065675340768277571252;7.9;7/15/1988;8/11/1988
28;28;7.4572127139364303178484107579;8.04;7/21/1988;8/18/1988
29;29;7.8407720144752714113389626055;8.25;7/21/1988;8/19/1988
30;30;15.131592105263157894736842105;9.150001;7/16/1988;8/15/1988
31;31;13.832549731895330546551139772;9.19;7/15/1988;8/15/1988
32;32;12.040752448272625586720042297;9.19;7/15/1988;8/16/1988
33;33;36.684782608695652173913043478;10.77;7/16/1988;8/18/1988
34;34;38.309358340707487104223771394;10.98;7/16/1988;8/19/1988
35;35;35.357158163155977457303876401;11.02;7/15/1988;8/19/1988
36;36;31.382978723404255319148936170;11.02;7/14/1988;8/19/1988
37;37;27.464718061394798554919400841;11.02;7/13/1988;8/19/1988
38;38;39.073415570520485870728176726;11.61;7/16/1988;8/23/1988
39;39;36.197916666666666666666666667;11.65;7/15/1988;8/23/1988
40;40;32.327550534831274698446196181;11.65;7/15/1988;8/24/1988
41;41;28.510335545646947623646413381;11.65;7/15/1988;8/25/1988
42;42;24.881703470031545741324921142;11.65;7/15/1988;8/26/1988
43;43;29.645217197413496037135386050;11.99;7/16/1988;8/28/1988
44;44;26.929601143616485795397346326;12.03;7/15/1988;8/28/1988
45;45;24.192307692307692307692307687;12.03;7/15/1988;8/29/1988
46;46;22.665842682870830973627416462;12.03;7/15/1988;8/30/1988
47;47;21.154803782721915117182146284;12.03;7/14/1988;8/30/1988
48;48;19.659090909090909090909090909;12.03;7/13/1988;8/30/1988
49;49;21.344240423318710144272081769;12.31;7/16/1988;9/3/1988
50;50;31.854780176710247452411136810;13.05;7/16/1988;9/4/1988
51;51;31.730769230769230769230769231;13.18;7/16/1988;9/5/1988
52;52;29.458664144381705790745889344;13.22;7/15/1988;9/5/1988
53;53;26.265747676416697521194687325;13.22;7/15/1988;9/6/1988
54;54;24.117647058823529411764705877;13.22;7/13/1988;9/5/1988
55;55;22.658561749081702837574817434;13.22;7/14/1988;9/7/1988
56;56;21.21357420595045655118179038;13.22;7/11/1988;9/5/1988
57;57;20.652173913043478260869565217;13.3;7/10/1988;9/5/1988
58;58;20.420687118688070615724114058;13.41;7/16/1988;9/12/1988
59;59;19.653099745934229979760862392;13.47;7/16/1988;9/13/1988
60;60;18.678571428571428571428571432;13.51;7/15/1988;9/13/1988
water year = 1988-1989
1;1;0;1.75;5/30/1989;5/31/1989
2;2;2.5789473684210526315789473684;2.8;5/30/1989;6/1/1989
3;3;1.9705882352941176470588235294;2.92;5/30/1989;6/2/1989
4;4;2.7;3.28;5/30/1989;6/3/1989
5;5;2.30645;3.39;5/30/1989;6/4/1989
6;6;1.752212835774930575098363006;3.42;5/29/1989;6/4/1989
7;7;1.6923076923076923076923076923;3.58;11/3/1988;11/10/1988
8;8;3.1617632352941176470588235292;4.13;5/24/1989;6/1/1989
9;9;2.9285715306120991255726777532;4.25;5/24/1989;6/2/1989
10;10;3.7083333333333333333333333333;4.61;5/24/1989;6/3/1989
11;11;3.5346938775510204081632653061;4.72;5/24/1989;6/4/1989
12;12;2.928;4.72;5/23/1989;6/4/1989
13;13;2.3450980392156862745098039216;4.72;5/22/1989;6/4/1989
14;14;1.9012875536480686695278969957;4.73;5/24/1989;6/7/1989
15;15;2.301886792452830188679245283;5;5/19/1989;6/3/1989
16;16;2.1703703703703703703703703704;5.11;5/19/1989;6/4/1989
17;17;1.9634888438133874239350912779;5.19;5/18/1989;6/4/1989
18;18;1.6772928286852589641434262948;5.190001;5/17/1989;6/4/1989
19;19;1.5185909980430528375733855186;5.25;8/28/1989;9/16/1989
20;20;1.7884615384615384615384615385;5.53;8/28/1989;9/17/1989
21;21;1.6849056603773584905660377358;5.6;8/27/1989;9/17/1989
22;22;4.7928730512249443207126948778;6.73;5/30/1989;6/21/1989
23;23;4.4967105263157894736842105263;6.78;5/30/1989;6/22/1989
24;24;4.1447051835853131749460043194;6.809999;5/29/1989;6/22/1989
25;25;3.7074468085106382978723404257;6.81;5/29/1989;6/23/1989
26;26;3.2830188679245283018867924528;6.81;5/29/1989;6/24/1989
27;27;3.5836776859504132231404958676;7.04;5/25/1989;6/21/1989
28;28;7.5794559902200488997555012225;8.059999;5/24/1989;6/21/1989
29;29;6.9963811821471652593486127865;8.11;5/24/1989;6/22/1989
30;30;6.130952380952380952380952381;8.11;5/24/1989;6/23/1989
31;31;5.369202960882137377955520782;8.11;5/22/1989;6/22/1989
32;32;4.813106936416184971098265896;8.110001;5/24/1989;6/25/1989
33;33;5.8545150115473441108545034642;8.450002;5/19/1989;6/21/1989
34;34;5.5754539447057505379196173168;8.53;5/18/1989;6/21/1989
35;35;5.1320846564440444451991600016;8.580001;5/18/1989;6/22/1989
36;36;4.7148107861060329067641681899;8.580001;5/18/1989;6/23/1989
37;37;4.3736476772132877136392476178;8.580001;5/17/1989;6/23/1989
38;38;4.0409991452755305486012019617;8.58;5/15/1989;6/22/1989
39;39;4.0862702464788732394366197181;8.720001;5/19/1989;6/27/1989
40;40;4.1826050586042968658288123226;8.879999;5/12/1989;6/21/1989
41;41;4.1735379497748709406107737204;8.999999;5/11/1989;6/21/1989
42;42;3.9864176570458404074702886246;9.05;5/11/1989;6/22/1989
43;43;3.6778517803256876462351961113;9.05;5/10/1989;6/22/1989
44;44;3.3764502487562189054726368159;9.049999;5/10/1989;6/23/1989
45;45;3.1311475409836065573770491802;9.07;5/8/1989;6/22/1989
46;46;3.0730551948051948051948051947;9.150001;5/12/1989;6/27/1989
47;47;3.1125382233497641486683322562;9.27;5/11/1989;6/27/1989
48;48;2.8885374203821656050955414012;9.280001;5/11/1989;6/28/1989
49;49;2.6451127250301065381069513571;9.28;5/10/1989;6/28/1989
50;50;2.4296880554186201126091110724;9.290001;5/8/1989;6/27/1989
51;51;2.2182662538699690402476780186;9.3;5/8/1989;6/28/1989
52;52;2.0337454764083046203327154894;9.320001;5/11/1989;7/2/1989
53;53;1.9234421097993531186217543461;9.340001;5/11/1989;7/3/1989
54;54;1.9836077283372365339578454333;9.490001;7/25/1989;9/17/1989
55;55;1.8687273624429970822382556904;9.490001;7/25/1989;9/18/1989
56;56;1.7792204815811758666249554527;9.51;5/2/1989;6/27/1989
57;57;1.9297040816326530612244897959;9.739999;7/19/1989;9/14/1989
58;58;2.0624987281939773080735699813;9.93;7/18/1989;9/14/1989
59;59;2.6037391930835734870317002881;10.28;7/19/1989;9/16/1989
60;60;2.9857142857142857142857142856;10.56;7/19/1989;9/17/1989
water year = 1989-1990
1;1;17.611940298507462686567164173;3.6;8/18/1990;8/19/1990
2;2;8.8;3.64;8/18/1990;8/20/1990
3;3;9.519230769230769230769230769;3.99;8/18/1990;8/21/1990
4;4;7.3148148148148148148148148148;3.99;8/18/1990;8/22/1990
5;5;5.568858940803029459263796848;4.01;8/18/1990;8/23/1990
6;6;4.32812292480792998760939436;4.01;8/18/1990;8/24/1990
7;7;5.8474576271186440677966101695;4.46;8/12/1990;8/19/1990
8;8;14.401540309475022963329329473;5.4;8/11/1990;8/19/1990
9;9;11.804516238903669585086622149;5.45;8/10/1990;8/19/1990
10;10;14.120879120879120879120879119;5.79;8/11/1990;8/21/1990
11;11;12.112676056338028169014084508;5.84;8/10/1990;8/21/1990
12;12;9.688473520249221183800623053;5.84;8/9/1990;8/21/1990
