Duration,RF_of_PD,PeakDurationRainfall,WaterYear
11,4.840816327,5.04,2014
12,4.288,5.06,2014
13,3.71765098,5.070001,2014
14,9.021084337,6.09,2014
15,9.111111111,6.27,2014
16,8.469387755,6.35,2014
17,7.417503587,6.37,2014
18,6.963276836,6.47,2014
19,5.96662726,6.490001,2014
20,5.821917808,6.63,2014
21,5.398110661,6.71,2014
22,4.993318486,6.79,2014
23,5.111402359,6.95,2014
24,8.333333333,7.59,2014
25,13.30277982,8.240002,2014
26,11.2,8.24,2014
27,9.665427509,8.25,2014
28,14.87501775,8.820001,2014
29,21.44247788,9.47,2014
30,20.39473684,9.55,2014
31,18.52546777,9.55,2014
32,18.36970833,9.68,2014
33,17.57679181,9.76,2014
34,16.67135803,9.830001,2014
35,15.65643255,9.89,2014
36,14.03655731,9.900001,2014
37,13.18605053,9.97,2014
38,12.22796082,10.03,2014
39,10.55825243,10.03,2014
40,9.51438814,10.03,2014
41,13.26883157,10.53,2014
42,11.63249211,10.53,2014
43,10.02346188,10.53,2014
44,10.88418016,10.74,2014
45,10.11538462,10.81,2014
46,9.712433411,10.87,2014
47,9.383756721,10.93,2014
48,8.769685039,10.93,2014
49,10.48991452,11.35,2014
50,9.697466226,11.37,2014
51,9.435028249,11.44,2014
52,9.41211688,11.56,2014
53,9.618682847,11.73,2014
54,10.22058824,11.96,2014
55,9.881291506,12.04,2014
56,9.546264908,12.09,2014
57,9.003466205,12.09,2014
58,8.859741393,12.18,2014
59,9.479470903,12.45,2014
60,9.291666667,12.53,2014
1,3.021276596,2.51,2015
2,1.71875,2.6,2015
3,4.389830508,3.4,2015
4,4.45,3.63,2015
5,3.903224194,3.72,2015
6,2.968750049,3.72,2015
7,2.227272727,3.75,2015
8,1.710743453,3.75,2015
9,1.728000365,3.92,2015
10,1.465116279,3.97,2015
11,1.148063781,3.97,2015
12,0,3.99,2015
13,1.054704595,4.2,2015
14,1.193133047,4.4,2015
15,1.389475789,4.630001,2015
16,1.123966942,4.64,2015
17,0,4.65,2015
18,0,4.66,2015
19,0,4.670001,2015
20,0,4.67,2015
21,0,4.69,2015
22,0,4.69,2015
23,0,4.69,2015
24,0,4.69,2015
25,0,4.69,2015
26,0,4.860001,2015
27,0,5.090001,2015
28,0,5.69,2015
29,0,5.920001,2015
30,0,5.920001,2015
31,0,5.940001,2015
32,0,5.94,2015
33,0,5.95,2015
34,0,5.950001,2015
35,0,5.970001,2015
36,0,6.150001,2015
37,0,6.150001,2015
38,0,6.17,2015
39,0,6.170001,2015
40,0,6.170001,2015
41,0,6.200001,2015
42,0,6.210001,2015
43,0,6.49,2015
44,0,6.55,2015
45,0,7.54,2015
46,0,7.760001,2015
47,1.519866458,8.430001,2015
48,1.689223058,8.66,2015
49,1.842278217,8.879999,2015
50,1.722448685,8.88,2015
51,1.629541162,8.900001,2015
52,1.514765968,8.900001,2015
53,1.402527384,8.900001,2015
54,1.292741218,8.900001,2015
55,1.185328257,8.9,2015
56,1.080213873,8.9,2015
57,0,8.900001,2015
58,0,8.900001,2015
59,0,8.900001,2015
60,0,8.900001,2015
1,0,1.62,2016
2,0,1.77,2016
3,0,1.78,2016
4,0,2.47,2016
5,0,2.47,2016
6,0,2.82,2016
7,0,3.16,2016
8,0,3.16,2016
9,0,3.33,2016
10,0,3.33,2016
11,0,3.33,2016
12,0,3.54,2016
13,0,3.97,2016
14,0,4.04,2016
15,0,4.21,2016
16,0,4.21,2016
17,0,4.35,2016
18,0,4.39,2016
19,0,4.85,2016
20,0,4.85,2016
21,0,4.86,2016
22,0,5.31,2016
23,0,5.320001,2016
24,0,5.320001,2016
25,0,5.370001,2016
26,0,5.690001,2016
27,0,5.73,2016
28,1.223333333,6.19,2016
29,1.044263934,6.200001,2016
30,0,6.200001,2016
31,0,6.21,2016
32,1.114585938,6.570001,2016
33,0,6.58,2016
34,0,6.610001,2016
35,0,6.73,2016
36,1.470588235,7.23,2016
37,2.749100407,7.980001,2016
38,2.436722314,7.980001,2016
39,2.132044894,7.980001,2016
40,1.995372222,8.040001,2016
41,2.524057151,8.360001,2016
42,2.331072156,8.400001,2016
43,3.199666779,8.860001,2016
44,2.903820896,8.860002,2016
45,2.614759016,8.860002,2016
46,2.415587662,8.880001,2016
47,2.557882451,9.040002,2016
48,2.339171975,9.05,2016
49,2.645115091,9.280001,2016
50,2.687502295,9.400002,2016
51,2.450466718,9.400001,2016
52,2.21779728,9.400002,2016
53,2.034955847,9.420001,2016
54,2.533134789,9.740001,2016
55,2.305976058,9.740002,2016
56,2.082841532,9.740001,2016
57,1.929706349,9.740001,2016
58,1.818999591,9.740002,2016
59,2.063393372,10.03,2016
60,1.923076923,10.03,2016
1,0,1.7,2017
2,0,2.14,2017
3,0,2.38,2017
4,1.2,2.86,2017
5,1.348624131,3.09,2017
6,1.699115397,3.4,2017
7,1.230769231,3.4,2017
8,2.367645588,3.95,2017
9,2.628571959,4.18,2017
10,3.208333333,4.49,2017
11,2.718367347,4.52,2017
12,3.008,4.74,2017
13,3.403921569,4.99,2017
14,2.823076923,4.99,2017
15,2.264150943,4.99,2017
16,1.847107438,4.99,2017
17,5.193687231,6.06,2017
18,4.635714286,6.09,2017
19,4.856140351,6.31,2017
20,5.342465753,6.56,2017
21,4.691176471,6.56,2017
22,4.224944321,6.56,2017
23,3.773026316,6.56,2017
24,3.334773218,6.56,2017
25,3.45212766,6.73,2017
26,3.062893082,6.74,2017
27,2.65392562,6.74,2017
28,2.592668024,6.85,2017
29,2.533135542,6.960001,2017
30,2.861386139,7.2,2017
31,2.576172289,7.22,2017
32,4.263973988,7.920001,2017
33,3.91064924,7.920001,2017
34,3.8761746,8.030001,2017
35,3.537038889,8.03,2017
36,5.201788117,8.719999,2017
37,4.833933363,8.75,2017
38,5.17229074,8.97,2017
39,5.83877451,9.219999,2017
40,5.143881398,9.22,2017
41,4.94673449,9.299999,2017
42,4.674026316,9.320001,2017
43,4.407719457,9.340001,2017
44,4.197350746,9.380001,2017
45,3.94262541,9.400001,2017
46,4.290585227,9.65,2017
47,4.511247552,9.85,2017
48,4.369426752,9.9,2017
49,4.703477216,10.15,2017
50,4.914054889,10.35,2017
51,5.38606403,10.58,2017
52,4.932522851,10.58,2017
53,4.930083746,10.69,2017
54,5.081227437,10.85,2017
55,4.8582161,10.88,2017
56,5.19904976,11.1,2017
57,5.797227036,11.35,2017
58,5.31073084,11.35,2017
59,4.916419308,11.35,2017
60,4.678571429,11.35,2017
